id,Difference Between Dates,quantity,demand,short_composition1
224076,24,27,2.0,Terbinafine (250mg)
224107,26,25,1.0,Nandrolone Decanoate (50mg)
224114,99,53,1.0,Tadalafil (10mg)
224115,73,41,1.0,Tranexamic Acid (500mg) 
224116,88,47,1.0,Ambroxol (15mg/5ml) 
224141,89,45,1.0,Piperacillin (4000mg) 
224153,70,55,1.0,Triamcinolone Acetonide (40mg)
224186,34,29,1.0,Paracetamol (1000mg)
224195,56,33,1.0,Clonazepam (0.5mg) 
224198,65,39,1.0,Thyroxine (150mcg)
224209,16,28,2.0,Tramadol (37.5mg) 
224272,84,59,1.0,Temozolomide (20mg)
224293,14,24,2.0,Telmisartan (40mg) 
224296,69,39,1.0,Ceftriaxone (500mg)
224305,50,35,1.0,Drotaverine (40mg)
224337,57,33,1.0,Etoricoxib (90mg)
224351,46,39,1.0,Carbamazepine (400mg)
224352,44,34,1.0,Telmisartan (40mg) 
224362,32,18,1.0,Thiocolchicoside (4mg) 
224384,91,53,1.0,Terbinafine (1% w/w)
224395,92,56,1.0,Tranexamic Acid (250mg) 
224399,37,35,1.0,Telmisartan (40mg) 
224407,33,21,1.0,Torasemide (40mg)
224409,21,16,1.0,Glimepiride (1mg) 
224411,70,48,1.0,Tobramycin (20mg)
224420,7,22,3.0,Teicoplanin (200mg)
224425,40,38,1.0,Phenylephrine (5mg/5ml) 
224427,84,52,1.0,Amlodipine (5mg) 
224428,61,47,1.0,Telmisartan (40mg) 
224438,7,17,2.0,Telmisartan (40mg) 
224441,32,18,1.0,Telmisartan (40mg) 
224443,94,54,1.0,Nimesulide (100mg)
224473,20,24,2.0,Cefepime (1000mg) 
224474,42,37,1.0,Sodium Chloride (NA)
224493,69,39,1.0,Ondansetron (2mg)
224509,14,15,2.0,Thyroxine (100mcg)
224515,40,31,1.0,Triamcinolone (40mg)
224530,49,34,1.0,Metformin (1000mg) 
224540,26,27,2.0,Travoprost (0.004% w/v)
224544,62,46,1.0,Anastrozole (1mg)
224548,28,23,1.0,Telmisartan (40mg) 
224552,98,65,1.0,Ibuprofen (400mg)
224567,35,28,1.0,Telmisartan (40mg) 
224580,70,54,1.0,Telmisartan (80mg)
224599,64,49,1.0,Torasemide (20mg)
224616,85,52,1.0,Telmisartan (80mg)
224619,74,56,1.0,Tramadol (325mg)
224641,32,33,2.0,Progesterone (Natural Micronized) (100mg)
224693,75,46,1.0,Fluconazole (150mg)
224704,95,67,1.0,Amlodipine (5mg) 
224727,25,17,1.0,Clonazepam (0.5mg) 
224748,67,42,1.0,Mefenamic Acid (50mg) 
224749,72,41,1.0,Telmisartan (40mg)
224754,62,48,1.0,Metformin (500mg) 
224762,88,57,1.0,Telmisartan (25mg)
224784,49,43,1.0,Tobramycin (0.3% w/v)
224817,15,19,2.0,Clomiphene (50mg)
224818,62,41,1.0,Ampicillin (250mg) 
224837,36,21,1.0,Cetirizine (5mg) 
224844,54,31,1.0,Atorvastatin (20mg)
224852,45,40,1.0,Terbinafine (500mg)
224873,40,29,1.0,Levosalbutamol (1mg/5ml) 
224898,86,58,1.0,Tramadol (25mg)
224909,46,40,1.0,Progesterone (Natural Micronized) (100mg)
224916,53,40,1.0,Telmisartan (40mg) 
224920,64,38,1.0,Ceftriaxone (500mg) 
224928,82,41,1.0,Isoniazid (100mg) 
224937,98,63,1.0,Bromhexine (4mg) 
224938,52,38,1.0,Metformin (500mg) 
224947,48,32,1.0,Atorvastatin (20mg)
224959,69,52,1.0,Nimesulide (100mg) 
224971,58,41,1.0,Tacrolimus (1mg)
224974,49,32,1.0,Nortriptyline (50mg)
224989,37,23,1.0,Paracetamol/Acetaminophen  (325mg) 
224998,84,46,1.0,Cyanocobalamin (8mcg) 
225001,30,27,1.0,Telmisartan (40mg)
225027,23,18,1.0,Tapentadol (50mg)
225028,76,43,1.0,Teneligliptin (20mg)
225046,85,55,1.0,Trazodone (25mg)
225048,46,30,1.0,Lamotrigine (100mg)
225073,77,43,1.0,Dextrothyroxine (25mcg)
225103,40,35,1.0,Trypsin (48mg) 
225109,48,37,1.0,Aceclofenac (100mg) 
225124,53,31,1.0,Azithromycin (200mg)
225127,64,45,1.0,Telmisartan (20mg)
225133,12,16,2.0,Flupenthixol (0.5mg)
225135,14,25,2.0,Telmisartan (40mg) 
225136,74,37,1.0,Telmisartan (40mg) 
225170,42,30,1.0,Metoprolol Tartrate (100mg)
225177,99,67,1.0,Metformin (500mg) 
225187,32,30,1.0,Sulfamethoxazole (800mg) 
225193,76,45,1.0,Aceclofenac (100mg) 
225204,23,31,2.0,Artemether (40mg) 
225220,70,38,1.0,Tacrolimus (0.5mg)
225241,37,30,1.0,Topiramate (25mg)
225247,62,41,1.0,Ofloxacin (200mg) 
225261,22,22,2.0,Teneligliptin (20mg)
225266,58,32,1.0,Telmisartan (40mg) 
225270,63,46,1.0,Tramadol (100mg)
225279,21,16,1.0,Telmisartan (40mg) 
225305,63,44,1.0,Montelukast (4mg)
225331,77,39,1.0,Tapentadol (100mg)
225374,45,31,1.0,Nimesulide (100mg) 
225390,45,26,1.0,Norfloxacin (400mg) 
225393,39,35,1.0,Terlipressin (1mg/10ml)
225403,39,20,1.0,Cefpodoxime Proxetil (50mg/5ml)
225429,64,51,1.0,Itraconazole (100mg)
225447,49,31,1.0,Cefixime (100mg)
225479,81,49,1.0,Triclofos (500mg)
225484,27,26,1.0,Linezolid (100mg/5ml)
225502,61,31,1.0,Tigecycline (50mg)
225513,57,31,1.0,Tranexamic Acid (500mg) 
225551,89,58,1.0,Tobramycin (0.3% w/v) 
225553,41,36,1.0,Levosalbutamol (1mg) 
225562,51,36,1.0,Telmisartan (40mg)
225584,68,38,1.0,Thalidomide (200mg)
225587,95,48,1.0,Ceftriaxone (250mg) 
225607,82,56,1.0,Cefixime (50mg/5ml) 
225611,44,31,1.0,Ofloxacin (50mg) 
225615,66,50,1.0,Ofloxacin (200mg)
225620,96,65,1.0,Ibuprofen (400mg) 
225636,23,29,2.0,Telmisartan (40mg) 
225638,11,23,2.0,Telmisartan (40mg) 
225652,78,54,1.0,Torasemide (20mg)
225672,42,28,1.0,Dicyclomine (10mg) 
225681,58,39,1.0,Telmisartan (40mg)
225682,99,52,1.0,Ceftriaxone (1000mg) 
225687,44,23,1.0,Telmisartan (40mg) 
225691,51,36,1.0,Ceftriaxone (500mg)
225703,47,25,1.0,Ceftazidime (1000mg)
225708,22,16,1.0,Piperacillin (1000mg) 
225712,96,53,1.0,Topiramate (200mg)
225717,55,32,1.0,Bromhexine (8mg/5ml) 
225750,5,14,2.0,Domperidone (30mg) 
225763,26,25,1.0,Cefuroxime (250mg)
225772,75,53,1.0,Sparfloxacin (200mg)
225780,17,19,2.0,Docetaxel (80mg)
225788,93,56,1.0,Tamsulosin  (0.4mg) 
225790,86,44,1.0,Piperacillin (4000mg) 
225794,31,32,2.0,Telmisartan (40mg) 
225800,16,15,1.0,Glimepiride (1mg) 
225831,55,45,1.0,Linezolid (600mg)
225843,51,35,1.0,Paclitaxel (30mg)
225850,57,37,1.0,Chlorpromazine (100mg) 
225858,71,41,1.0,Cefadroxil (250mg)
225861,86,60,1.0,Bromhexine (8mg) 
225873,61,46,1.0,Tramadol (37.5mg) 
225890,31,26,1.0,Cefepime (1000mg)
225915,76,52,1.0,Telmisartan (40mg) 
225918,55,45,1.0,Terbinafine (250mg)
225924,45,27,1.0,Domperidone (30mg) 
225943,17,22,2.0,Telmisartan (40mg) 
225944,41,27,1.0,Norfloxacin (400mg) 
225945,29,21,1.0,Cilnidipine (10mg) 
225956,61,37,1.0,Cefixime (50mg)
226001,89,54,1.0,Levosulpiride (75mg) 
226010,83,59,1.0,Telmisartan (40mg) 
226020,83,61,1.0,Telmisartan (40mg)
226043,40,35,1.0,Ethamsylate (500mg)
226063,91,63,1.0,Ceftriaxone (1000mg) 
226068,90,46,1.0,Metformin (500mg) 
226072,79,49,1.0,Telmisartan (20mg)
226087,43,32,1.0,Thyroxine (25mcg)
226115,45,39,1.0,Telmisartan (80mg) 
226135,21,18,1.0,Citicoline (500mg)
226146,67,46,1.0,Aceclofenac (100mg) 
226153,42,36,1.0,Amikacin (500mg/2ml)
226170,37,21,1.0,Telmisartan (40mg)
226190,52,32,1.0,Telmisartan (20mg)
226194,58,36,1.0,Amoxycillin (125mg)
226205,62,37,1.0,Teicoplanin (200mg)
226216,61,40,1.0,Ceftazidime (1000mg)
226217,16,20,2.0,Cetirizine (10mg)
226218,80,53,1.0,Telmisartan (40mg) 
226235,94,56,1.0,Aceclofenac (100mg) 
226236,10,13,2.0,Tacrolimus (5mg)
226245,58,33,1.0,Ceftriaxone (1000mg) 
226270,18,19,2.0,Cefotaxime (500mg)
226271,86,50,1.0,Torasemide (20mg)
226293,86,51,1.0,Glimepiride (1mg) 
226303,82,44,1.0,Ciprofloxacin (500mg)
226305,98,51,1.0,Telmisartan (40mg)
226319,56,33,1.0,Metformin (500mg) 
226329,60,30,1.0,Teicoplanin (200mg)
226337,20,28,2.0,Domperidone (10mg) 
226352,16,25,2.0,Cyproheptadine (2mg) 
226363,33,19,1.0,Thyroxine (50mcg)
226376,16,27,2.0,Piperacillin (4000mg) 
226390,7,12,2.0,Teneligliptin (20mg)
226392,68,47,1.0,Amoxycillin  (200mg/5ml) 
226394,75,54,1.0,Temozolomide (20mg)
226398,53,37,1.0,Teneligliptin (20mg)
226413,61,39,1.0,Cefixime (50mg/5ml) 
226439,60,43,1.0,Telmisartan (40mg) 
226440,86,48,1.0,Telmisartan (40mg) 
226473,75,53,1.0,Thyroxine (350mcg)
226487,20,17,1.0,Ofloxacin (200mg) 
226489,38,26,1.0,Cefixime (200mg)
226495,23,20,1.0,Terbinafine (250mg)
226499,16,16,2.0,Domperidone (10mg)
226500,14,27,2.0,Paracetamol (250mg)
226502,30,23,1.0,Nandrolone Decanoate (25mg)
226504,41,23,1.0,Metformin (500mg) 
226507,84,48,1.0,Terbinafine (1% w/w)
226515,21,26,2.0,Terbinafine (250mg)
226524,92,63,1.0,Tramadol (37.5mg) 
226525,40,29,1.0,Aceclofenac (200mg) 
226527,14,19,2.0,Nimesulide (100mg) 
226535,39,32,1.0,Telmisartan (40mg) 
226549,83,57,1.0,Methylcobalamin (500mcg) 
226551,66,52,1.0,Telmisartan (40mg) 
226562,22,22,2.0,Telmisartan (40mg)
226565,92,46,1.0,Aceclofenac (100mg) 
226571,92,63,1.0,Temozolomide (2.5mg)
226578,25,21,1.0,Secnidazole (1mg)
226598,42,30,1.0,Nimesulide (100mg) 
226600,61,44,1.0,Cefixime (50mg)
226644,31,32,2.0,Tacrolimus (5mg)
226656,81,53,1.0,Ticlopidine (250mg)
226661,13,15,2.0,Ceftazidime (250mg)
226678,15,15,2.0,Bromfenac (0.09% w/v)
226694,72,47,1.0,Telmisartan (40mg)
226703,89,57,1.0,Levosulpiride (75mg) 
226714,86,53,1.0,Telmisartan (40mg)
226728,75,54,1.0,Telmisartan (40mg) 
226730,60,38,1.0,Telmisartan (20mg)
226739,54,45,1.0,Telmisartan (40mg) 
226748,85,61,1.0,Piperacillin (4000mg) 
226761,67,38,1.0,Torasemide (5mg)
226780,27,25,1.0,Tramadol (50mg)
226801,66,42,1.0,Ceftriaxone (1000mg)
226829,98,59,1.0,Ceftizoxime (1000mg)
226855,60,30,1.0,Tobramycin (0.3% w/v)
226892,77,41,1.0,Aceclofenac (100mg) 
226894,54,27,1.0,Deflazacort (6mg)
226897,38,29,1.0,Nandrolone Decanoate (50mg)
226898,94,59,1.0,Triamcinolone (40mg)
226914,35,32,1.0,Ciprofloxacin (250mg)
226919,13,24,2.0,Ceftriaxone (1gm) 
226922,82,44,1.0,Terbinafine (250mg)
226948,55,43,1.0,Amoxycillin (500mg)
226953,35,28,1.0,Amoxycillin (250mg)
226960,92,54,1.0,Ceftriaxone (500mg)
226963,95,60,1.0,Telmisartan (80mg)
226972,88,59,1.0,Domperidone (10mg) 
226976,71,55,1.0,Tramadol (37.5mg) 
226986,84,43,1.0,Bromhexine (8mg) 
226991,86,56,1.0,Dexamethasone (0.1%) 
227014,14,22,2.0,Ceftriaxone (1000mg) 
227015,87,58,1.0,Tobramycin (0.3% w/v)
227019,95,48,1.0,Tranexamic Acid (100mg/ml)
227045,72,46,1.0,Ondansetron (4mg)
227062,87,56,1.0,Torasemide (5mg)
227066,96,58,1.0,Metoprolol Succinate (25mg)
227116,83,61,1.0,Teneligliptin (20mg)
227128,84,47,1.0,Bromhexine (2mg/5ml) 
227151,47,34,1.0,Phenylephrine (5mg/5ml) 
227175,95,48,1.0,Tranexamic Acid (500mg) 
227200,43,23,1.0,Telmisartan (40mg)
227208,41,30,1.0,Teicoplanin (400mg)
227218,83,42,1.0,Telmisartan (40mg) 
227241,76,51,1.0,Aceclofenac (100mg) 
227264,18,15,1.0,Rifampicin (150mg)
227278,87,55,1.0,Paracetamol (125mg) 
227280,12,24,2.0,Telmisartan (40mg) 
227281,61,38,1.0,Telmisartan (40mg)
227289,26,21,1.0,Etodolac (300mg) 
227297,80,56,1.0,Tramadol (37.5mg) 
227311,10,14,2.0,Paracetamol (250mg)
227324,71,39,1.0,Etoricoxib (90mg)
227329,31,26,1.0,Teneligliptin (20mg)
227345,48,43,1.0,Nimesulide (100mg) 
227371,83,57,1.0,Thioridazine (10mg)
227425,59,44,1.0,Amitriptyline (25mg) 
227427,19,15,1.0,Amoxycillin (250mg) 
227431,70,49,1.0,Telmisartan (40mg) 
227432,27,25,1.0,Terbinafine (250mg)
227433,56,48,1.0,Telmisartan (40mg)
227442,68,39,1.0,Atorvastatin (10mg)
227444,93,61,1.0,Quinine (NA)
227450,90,55,1.0,Cefepime (500mg) 
227451,77,48,1.0,Haloperidol (1.5mg)
227462,71,45,1.0,Ceftriaxone (1000mg)
227463,94,65,1.0,Ceftriaxone (500mg)
227465,92,50,1.0,Ambroxol (15mg/5ml) 
227466,54,47,1.0,Telmisartan (40mg) 
227468,20,16,1.0,Ceftriaxone (1000mg) 
227516,13,20,2.0,Aceclofenac (100mg) 
227518,5,13,2.0,Telmisartan (40mg)
227522,66,42,1.0,Torasemide (10mg)
227537,75,46,1.0,Ceftazidime (1000mg)
227540,43,24,1.0,Tranexamic Acid (500mg)
227543,54,37,1.0,Metformin (1000mg) 
227562,75,55,1.0,Telmisartan (40mg) 
227582,60,34,1.0,Paracetamol (125mg/5ml)
227598,96,50,1.0,Ceftriaxone (500mg)
227604,43,38,1.0,Tacrolimus (0.1% w/w)
227609,50,31,1.0,Tranexamic Acid (500mg)
227612,15,22,2.0,Meropenem (1000mg) 
227620,46,30,1.0,Tramadol (37.5mg) 
227640,10,20,2.0,Tamsulosin (0.5mg)
227656,60,47,1.0,Ceftriaxone (500mg) 
227680,91,65,1.0,Glimepiride (2mg) 
227681,78,42,1.0,Glimepiride (1mg) 
227687,97,58,1.0,Ceftriaxone (1gm)
227688,84,58,1.0,Telmisartan (40mg) 
227700,38,26,1.0,Ceftriaxone (500mg)
227701,35,33,1.0,Theophylline (400mg)
227702,55,46,1.0,Topiramate (50mg)
227703,65,51,1.0,Tramadol (100mg)
227709,7,22,3.0,Desloratadine (5mg)
227777,61,47,1.0,Cefalexin (125mg)
227838,56,34,1.0,Ceftriaxone (1000mg)
227853,56,31,1.0,Thyroxine (100mcg)
227883,71,36,1.0,Tolperisone (150mg) 
227895,60,36,1.0,Domperidone (30mg) 
227899,55,32,1.0,Tramadol (100mg)
227902,47,39,1.0,Progesterone (Natural Micronized) (200mg)
227921,60,49,1.0,Ceftazidime (1000mg)
227922,57,48,1.0,Rabeprazole (20mg) 
227923,94,61,1.0,Ceftriaxone (1000mg)
227932,95,62,1.0,Paracetamol (650mg)
227939,32,19,1.0,Telmisartan (40mg) 
227972,7,21,2.0,Terbinafine (250mg)
227975,87,61,1.0,Telmisartan (40mg) 
227980,65,42,1.0,Escitalopram Oxalate (5mg)
227983,79,41,1.0,Telmisartan (40mg)
227999,33,25,1.0,Terlipressin (1mg)
228019,35,35,2.0,Cefepime (1000mg) 
228021,78,48,1.0,Cefixime (200mg) 
228047,98,64,1.0,Ceftriaxone (1000mg)
228060,18,19,2.0,Thioridazine (50mg)
228075,36,37,2.0,Metronidazole (100mg) 
228076,66,52,1.0,Amitriptyline (75mg)
228083,78,59,1.0,Thyroxine (50mcg)
228084,84,62,1.0,Cefoperazone (1000mg)
228086,97,67,1.0,Ambroxol (15mg) 
228103,63,36,1.0,Tranexamic Acid (500mg) 
228105,94,47,1.0,Tacrolimus (0.03% w/w)
228109,50,31,1.0,Terbinafine (250mg)
228110,25,23,1.0,Amoxycillin  (125mg) 
228126,25,24,1.0,Ceftriaxone (1000mg) 
228130,45,24,1.0,Amikacin (250mg)
228132,36,26,1.0,Tranexamic Acid (500mg)
228146,59,35,1.0,Ceftriaxone (500mg) 
228161,80,51,1.0,Phenylephrine (5mg) 
228167,33,29,1.0,Paracetamol (125mg/5ml)
228178,65,43,1.0,Diclofenac (50mg) 
228188,54,29,1.0,Terbinafine (250mg)
228192,69,48,1.0,Piperacillin (4000mg) 
228194,49,35,1.0,Telmisartan (20mg)
228210,87,62,1.0,Ceftriaxone (1000mg)
228231,25,23,1.0,Drotaverine (80mg) 
228241,30,29,1.0,Ceftriaxone (1000mg)
228243,29,30,2.0,Telmisartan (40mg) 
228244,14,19,2.0,Levofloxacin (250mg) 
228254,8,19,2.0,Ondansetron (2mg)
228264,98,57,1.0,Tranexamic Acid (500mg)
228285,33,36,2.0,Ambroxol (15mg) 
228287,77,55,1.0,Cefotaxime (1000mg)
228291,79,50,1.0,Piracetam (200mg)
228300,81,55,1.0,Nandrolone Decanoate (25mg)
228315,31,35,2.0,Gatifloxacin (200mg)
228322,62,33,1.0,Cefpodoxime Proxetil (100mg)
228323,46,37,1.0,Isoniazid (75mg) 
228324,7,19,2.0,Gatifloxacin (400mg)
228326,49,44,1.0,Cefixime (100mg)
228334,26,31,2.0,Pantoprazole (40mg)
228336,79,45,1.0,Atenolol (50mg)
228354,40,23,1.0,Terbinafine (250mg)
228379,13,22,2.0,Cefpodoxime Proxetil (200mg)
228389,80,42,1.0,Telmisartan (40mg)
228413,24,31,2.0,Tramadol (100mg)
228433,50,35,1.0,Valdecoxib (20mg)
228440,31,19,1.0,Diclofenac (50mg) 
228450,47,42,1.0,Terbinafine (1% w/w)
228459,17,15,1.0,Cefpodoxime Proxetil (100mg/5ml)
228474,27,24,1.0,Telmisartan (40mg)
228478,53,28,1.0,Thyroxine (100mcg)
228490,29,25,1.0,Alprazolam (0.25mg)
228506,44,31,1.0,Cefixime (100mg)
228509,49,26,1.0,Etoricoxib (90mg)
228514,48,25,1.0,Ceftriaxone (1000mg) 
228523,99,67,1.0,Cefuroxime (750mg)
228527,60,39,1.0,Trifluoperazine (5mg) 
228535,37,30,1.0,Cefadroxil (125mg)
228538,62,38,1.0,Ceftriaxone (1gm) 
228574,31,19,1.0,Cefixime (50mg)
228589,63,48,1.0,Cefixime (50mg/5ml)
228603,20,27,2.0,Telmisartan (40mg)
228609,15,22,2.0,Tamsulosin (0.4mg) 
228610,27,24,1.0,Piperacillin (4000mg) 
228612,24,29,2.0,Telmisartan (40mg)
228613,32,23,1.0,Magaldrate (400mg) 
228630,18,25,2.0,Thyroxine (50mcg)
228634,97,66,1.0,Telmisartan (40mg) 
228636,54,40,1.0,Ciprofloxacin (500mg)
228644,8,16,2.0,Amoxycillin (500mg)
228646,48,44,1.0,Cefoperazone (1000mg) 
228655,82,43,1.0,Levocetirizine (5mg)
228668,74,49,1.0,Cetirizine (10mg)
228684,63,34,1.0,Ceftazidime (250mg)
228691,58,30,1.0,Ceftriaxone (250mg) 
228692,76,40,1.0,Ceftriaxone (1000mg)
228701,32,20,1.0,Ceftriaxone (1000mg) 
228716,99,63,1.0,Terbinafine (500mg)
228738,74,47,1.0,Tramadol (100mg) 
228743,39,39,2.0,Aceclofenac (50mg/5ml) 
228777,90,57,1.0,Telmisartan (40mg)
228803,51,45,1.0,Tetanus Toxoid (500IU)
228808,50,39,1.0,Temozolomide (NA)
228822,43,32,1.0,Metronidazole (100mg/5ml) 
228823,90,54,1.0,Teicoplanin (200mg)
228841,86,48,1.0,Telmisartan (40mg)
228862,21,26,2.0,Cefpodoxime Proxetil (100mg)
228865,25,31,2.0,Piperacillin (4000mg) 
228874,74,44,1.0,Metformin (500mg) 
228903,9,15,2.0,Terbinafine (1% w/w)
228921,50,39,1.0,Piperacillin (4000mg) 
228922,81,55,1.0,Rabeprazole (20mg)
228937,33,29,1.0,Ursodeoxycholic Acid (150mg)
228951,91,62,1.0,Telmisartan (40mg) 
228967,12,23,2.0,Levosalbutamol (1mg) 
228968,18,19,2.0,Piperacillin (4000mg) 
228977,84,58,1.0,Drotaverine (80mg) 
228989,21,21,2.0,Nandrolone Decanoate (50mg)
228993,41,27,1.0,Piperacillin (2000mg) 
228994,40,30,1.0,Telmisartan (40mg) 
228995,76,54,1.0,Telmisartan (40mg) 
228998,76,53,1.0,Glimepiride (2mg) 
229003,88,64,1.0,Metformin (500mg) 
229010,97,60,1.0,Tobramycin (80mg)
229037,29,18,1.0,Ceftriaxone (1000mg) 
229041,88,44,1.0,Alprazolam (0.25mg)
229047,99,64,1.0,Isoniazid (30mg) 
229059,42,36,1.0,Ceftriaxone (500mg)
229064,17,23,2.0,Telmisartan (40mg) 
229073,63,33,1.0,Amoxycillin  (1gm) 
229085,87,57,1.0,Amikacin (100mg)
229094,69,42,1.0,Tobramycin (0.3% w/v)
229102,60,38,1.0,Tranexamic Acid (250mg)
229106,59,41,1.0,Telmisartan (20mg)
229111,64,46,1.0,Temozolomide (20mg)
229118,57,37,1.0,Terbinafine (250mg)
229138,95,57,1.0,Terbinafine (250mg)
229182,87,60,1.0,Cefpodoxime Proxetil (100mg)
229183,65,47,1.0,Pantoprazole (40mg)
229192,48,40,1.0,Ceftriaxone (250mg) 
229209,34,31,1.0,Tramadol (50mg)
229231,18,23,2.0,Bromhexine (2mg) 
229236,44,26,1.0,Triamcinolone Acetonide (40mg)
229242,66,41,1.0,Ceftriaxone (500mg)
229244,54,32,1.0,Ceftriaxone (1000mg) 
229249,56,33,1.0,Telmisartan (80mg) 
229250,92,47,1.0,Piperacillin (1000mg) 
229259,69,38,1.0,Telmisartan (40mg) 
229267,74,51,1.0,Telmisartan (40mg) 
229288,99,50,1.0,Telmisartan (40mg) 
229293,26,33,2.0,Cefixime (100mg) 
229310,35,27,1.0,Docetaxel (20mg)
229314,36,30,1.0,Domperidone (30mg) 
229319,66,52,1.0,Thioridazine (25mg)
229330,97,54,1.0,Cefixime (50mg)
229332,42,21,1.0,Telmisartan (80mg)
229335,5,20,3.0,Ceftriaxone (1000mg) 
229340,23,26,2.0,Tramadol (37.5mg) 
229342,37,20,1.0,Ceftriaxone (250mg)
229383,98,49,1.0,Amoxycillin (500mg)
229393,36,33,1.0,Levocetirizine (5mg)
229406,55,45,1.0,Levocetirizine (5mg) 
229411,6,19,3.0,Ceftriaxone (500mg) 
229422,53,37,1.0,Ceftriaxone (250mg)
229427,41,39,1.0,Aceclofenac (100mg) 
229435,79,59,1.0,Telmisartan (40mg)
229439,66,33,1.0,Azithromycin (250mg)
229457,59,32,1.0,Ceftriaxone (250mg)
229460,7,15,2.0,Piperacillin (1000mg) 
229468,98,61,1.0,Cefixime (50mg)
229476,22,20,1.0,Ceftriaxone (250mg) 
229497,20,24,2.0,Rifampicin (150mg) 
229515,40,22,1.0,Ceftriaxone (500mg) 
229531,47,27,1.0,Cefixime (50mg)
229540,36,19,1.0,Domperidone (10mg) 
229549,80,42,1.0,Telmisartan (20mg)
229579,58,39,1.0,Cefuroxime (750mg)
229582,67,50,1.0,Telmisartan (80mg)
229583,98,67,1.0,Piperacillin (4000mg) 
229586,76,54,1.0,Amoxycillin  (250mg) 
229588,17,24,2.0,Nimesulide (100mg) 
229612,93,47,1.0,Telmisartan (40mg) 
229629,71,41,1.0,Cefpodoxime Proxetil (100mg)
229658,92,50,1.0,Ceftriaxone (1000mg) 
229674,48,31,1.0,Diclofenac (50mg) 
229677,59,49,1.0,Metformin (1000mg) 
229681,55,38,1.0,Terbinafine (1% w/w) 
229701,50,42,1.0,Rifampicin (450mg) 
229711,63,41,1.0,Azithromycin (500mg)
229717,52,28,1.0,Progesterone (Natural Micronized) (100mg)
229749,20,30,2.0,Ceftriaxone (250mg) 
229764,89,64,1.0,Tobramycin (80mg)
229766,16,18,2.0,Cefixime (25mg)
229786,67,38,1.0,Piperacillin (4000mg) 
229804,10,16,2.0,Ceftriaxone (1000mg)
229841,59,41,1.0,Gatifloxacin (0.03% w/v)
229845,55,43,1.0,Nandrolone Decanoate (50mg)
229846,52,39,1.0,Terbinafine (250mg)
229851,60,42,1.0,Aceclofenac (100mg) 
229853,37,35,1.0,Bromelain (90mg) 
229856,24,20,1.0,Telmisartan (40mg) 
229857,6,20,3.0,Ceftriaxone (500mg)
229861,54,45,1.0,Amoxycillin  (200mg) 
229866,12,22,2.0,Ceftazidime (250mg)
229876,48,41,1.0,Ceftriaxone (500mg) 
229886,74,48,1.0,Tobramycin (60mg)
229893,15,18,2.0,Glimepiride (1mg) 
229895,9,16,2.0,Atorvastatin (20mg)
229898,44,28,1.0,Telmisartan (40mg) 
229900,44,33,1.0,Artesunate (60mg)
229916,43,34,1.0,Amoxycillin  (1000mg) 
229936,39,24,1.0,Telmisartan (40mg) 
229960,25,31,2.0,Methylcobalamin (1500mcg)
229971,70,49,1.0,Ceftriaxone (1000mg)
229986,25,31,2.0,Amoxycillin (250mg) 
229991,44,42,1.0,Terbinafine (250mg)
229999,21,21,2.0,Amoxycillin  (200mg) 
230004,69,35,1.0,Ceftriaxone (1000mg) 
230025,28,22,1.0,Ceftriaxone (1000mg)
230029,93,53,1.0,Telmisartan (20mg)
230030,25,17,1.0,Ceftriaxone (500mg) 
230036,85,54,1.0,Telmisartan (20mg)
230044,69,53,1.0,Tranexamic Acid (500mg) 
230074,59,42,1.0,Ceftriaxone (1gm) 
230080,52,37,1.0,Ceftriaxone (250mg) 
230098,19,23,2.0,Domperidone (10mg) 
230117,94,63,1.0,Ampicillin (500mg)
230126,39,31,1.0,Methylcobalamin (1500mcg)
230141,71,45,1.0,Ceftriaxone (250mg)
230152,20,22,2.0,Ampicillin (125mg)
230160,60,46,1.0,Ceftriaxone (500mg) 
230171,13,22,2.0,Ceftriaxone (250mg) 
230192,84,51,1.0,Paracetamol/Acetaminophen  (325mg) 
230226,95,67,1.0,Domperidone (30mg) 
230228,18,22,2.0,Vitamin D3 (400IU/0.5ml)
230256,94,60,1.0,Tamsulosin  (0.4mg) 
230257,47,40,1.0,Vitamin D3 (60000IU)
230264,9,19,2.0,Ursodeoxycholic Acid (300mg)
230275,31,29,1.0,Azelnidipine (8mg)
230278,44,28,1.0,Telmisartan (40mg) 
230296,84,43,1.0,Tamsulosin (0.4mg)
230310,91,62,1.0,Aspirin (75mg) 
230325,22,27,2.0,Ursodeoxycholic Acid (150mg)
230332,80,53,1.0,Nitrofurantoin (100mg)
230345,20,16,1.0,Flavoxate (200mg)
230392,49,25,1.0,Ursodeoxycholic Acid (300mg)
230396,86,60,1.0,Levosulpiride (75mg) 
230410,7,16,2.0,Ursodeoxycholic Acid (300mg)
230457,16,28,2.0,Ursodeoxycholic Acid (300mg)
230459,47,32,1.0,Diclofenac (50mg)
230463,5,16,3.0,Ursodeoxycholic Acid (150mg)
230466,90,62,1.0,Ursodeoxycholic Acid (450mg)
230491,99,59,1.0,Rosuvastatin (10mg)
230514,21,22,2.0,Allopurinol (100mg)
230519,6,14,2.0,Mifepristone (200mg) 
230534,34,23,1.0,Iopromide (300mg I/ml)
230536,38,20,1.0,Ulinastatin (100000IU)
230553,56,32,1.0,Gabapentin (400mg) 
